member_id,snack_id,rating
6,710,1.55
6,711,2.28
6,712,3.96
6,713,1.45
6,714,3.26
6,715,1.5
6,716,1.55
6,717,3.37
6,718,1.45
6,719,1.5
6,720,3.52
6,721,1.45
6,722,3.41
6,723,3.77
6,726,3.83
6,727,3.15
7,1,3.54
7,2,1.55
7,3,3.4
7,4,3.95
7,5,1.57
7,6,1.5
7,7,3.34
7,8,1.39
7,9,0.97
7,10,3.82
7,11,3.57
7,12,1.45
7,13,3.23
7,14,1.45
7,15,4.01
7,16,4.08
7,17,2.66
7,18,1.5
7,19,3.09
7,20,1.45
7,21,2.78
7,22,3.72
7,23,1.58
7,24,1.39
7,25,3.28
7,26,1.39
7,27,1.16
7,28,3.86
7,29,3.71
7,30,1.45
7,31,3.84
7,32,1.5
7,33,3.89
7,34,3.78
7,35,1.71
7,36,1.55
7,37,3.69
7,38,1.5
7,39,3.48
7,40,3.46
7,41,1.54
7,42,1.55
7,43,3.48
7,44,1.39
7,45,2.48
7,46,3.78
7,47,2.89
7,48,1.39
7,49,3.31
7,50,1.5
7,51,3.91
7,52,4.03
7,53,1.64
7,54,1.5
7,55,3.22
7,56,1.45
7,57,3.91
7,58,3.77
7,59,1.32
7,60,1.5
7,61,3.51
7,62,1.45
7,63,2.48
7,64,4.0
7,65,3.49
7,66,1.45
7,67,3.28
7,68,1.5
7,69,4.25
7,70,4.11
7,71,1.5
7,72,1.55
7,73,3.65
7,74,1.39
7,75,3.26
7,76,3.86
7,77,2.34
7,78,1.55
7,79,3.18
7,80,1.45
7,81,2.13
7,82,3.32
7,83,3.5
7,84,1.39
7,85,3.09
7,86,1.5
7,87,1.5
7,88,3.81
7,410,4.02
7,411,1.45
7,412,3.85
7,413,2.72
7,414,1.48
7,415,1.45
7,416,4.44
7,417,1.39
7,418,1.46
7,419,3.52
7,420,3.17
7,421,1.55
7,422,3.63
7,423,1.55
7,424,3.31
7,425,3.81
7,426,2.82
7,427,1.45
7,428,3.48
7,429,1.45
7,430,3.15
7,431,3.56
7,432,2.5
7,433,1.39
7,434,4.53
7,435,1.39
7,436,3.17
7,437,2.71
7,438,2.74
7,439,1.55
7,440,4.46
7,441,1.45
7,442,1.38
7,443,2.99
7,444,3.52
7,445,1.5
7,446,3.6
7,447,1.5
7,448,3.55
7,449,2.84
7,450,1.91
7,451,1.45
7,452,4.23
7,453,1.55
7,454,3.01
7,455,3.23
7,456,2.2
7,457,1.39
7,458,4.34
7,459,1.45
7,460,1.36
7,461,3.83
7,462,4.21
7,464,3.16
8,270,3.1
8,271,1.39
8,272,1.55
8,273,1.09
8,274,1.45
8,275,3.58
8,276,4.06
8,277,1.5
8,278,1.55
8,279,1.18
8,280,3.38
8,281,1.45
8,282,3.98
8,283,1.45
8,284,1.5
8,285,3.48
8,286,1.39
8,287,1.39
8,288,3.83
8,289,1.55
8,290,3.27
8,291,1.07
8,292,1.39
8,293,1.5
8,294,3.98
8,295,3.75
8,296,1.55
8,297,2.24
8,298,1.5
8,299,1.55
8,300,3.43
8,301,1.39
8,302,1.45
8,303,2.32
8,304,1.5
8,305,3.87
8,306,3.34
8,307,1.39
8,308,1.39
8,309,1.16
8,310,3.07
8,311,1.39
8,312,3.69
8,313,1.5
8,314,1.39
8,315,3.18
8,316,1.55
8,317,1.5
8,318,2.64
8,319,1.5
8,320,3.14
8,321,1.32
8,322,1.5
8,323,1.39
8,324,1.74
8,325,3.95
8,326,1.55
8,327,1.01
8,328,1.5
8,329,1.45
8,330,3.87
8,331,1.45
8,332,1.39
8,333,1.77
8,334,1.55
8,335,3.5
8,336,3.7
8,337,1.55
8,338,1.5
8,339,2.5
8,340,3.2
8,341,1.39
8,342,3.87
8,343,1.5
8,344,1.55
8,345,3.28
8,346,1.45
8,347,1.45
8,348,3.32
8,349,1.45
8,350,3.24
8,351,2.46
8,352,1.5
8,353,1.45
8,354,3.07
8,355,3.51
8,356,1.55
8,357,1.54
8,358,1.45
8,359,1.39
8,360,3.98
8,361,1.55
8,362,1.55
8,363,1.46
8,364,1.55
8,365,3.76
8,366,3.54
8,367,1.5
8,368,1.45
8,369,1.87
8,370,3.57
8,371,1.39
8,372,3.71
8,373,1.39
8,374,1.55
8,375,2.79
8,376,1.55
8,377,1.55
8,378,1.57
8,379,1.55
8,380,3.15
8,381,1.2
8,382,1.39
8,383,1.39
8,384,3.21
8,385,3.47
8,386,1.39
8,387,1.3
8,388,1.55
8,389,1.45
8,390,3.58
8,391,1.5
8,392,1.45
8,393,2.72
8,394,1.45
8,395,3.48
